MedicationID,MedicationName,MedicationNDC,MedicationFormularyCode,Ingredients
18083620-9e85-5d40-9353-dc1cea112bc6,Icaps MV 100 mcg-1.66 mg-0.83 mg Tab,,,
18084af9-0d30-59a4-9c79-19e590f4caa5,,,,"Medication/5ff4b4b1-57f1-53d4-bc6e-e132164b90f3, Medication/7c46a14c-af29-58d1-9e4d-6a064c39d856"
180bed15-add8-58e2-9905-5774ce84efa4,phosphatidylcholine (bulk),,,
180c02c2-83e5-57b1-aca1-7c22811e8ede,apremilast (Otezla),,,
180d0f1f-dda0-5eec-a99e-06a38355831a,Otezla,59572063255,APRE20,
18120231-b107-562b-8702-7a4fe52a26de,,,,"Medication/192af155-745c-5314-9855-6da0b07e9285, Medication/2670718e-e63c-5efb-85fd-e0ea797587a7, Medication/78360c09-b73c-5c6b-85d4-370b50527fd9"
1815e022-7e71-55a6-a463-39951e4e4891,Ketamine Oral Solution,42023011410,KETA75L,
18161c43-365b-5e0d-a0a3-54c24b5ce3a9,,,,"Medication/c7d7170f-ab87-5920-a414-869a43fd01f9, Medication/1bfbbbfd-66d0-5f03-b883-4a324a49cc01"
18190edd-86fe-5c66-baa3-01f025e158ed,nizatidine,,,
181d247e-ecdf-507b-8e1c-a0c62628af4a,,,,"Medication/f7fffb00-6ee5-5714-ae1b-f19f4d458f5b, Medication/e0c84750-ce7e-5d5c-88f6-e950bed057b2"
181fd23e-9c21-5bfe-94ca-49689b3b630a,Tresiba FlexTouch U-100,00169266097,,
1824dc08-bd70-5d1f-a056-f6cd82971032,Abacavir Oral Solution,00173066100,ABAC300,
1826f57f-1727-5131-acf7-7087109bfe2d,Prempro,,,
1829338c-2e81-5f70-9fb2-3431d7fd5714,carbidopa-levodopa (Rytary),,,
182b5adf-9cab-5e2d-8e8d-206c3844fcda,Tenofovir Disoproxil (Viread) Powder,61958040301,VIRE40PWD,
182f062b-4c39-5c2d-976b-3232edaac3cd,OLANZapine,00002411533,OLAN5,
182f4c08-34b9-568a-b7c3-ce0f0fa2872d,Metoprol,00186109239,TOPR100,
18305236-da2c-5330-84e8-3abd68b606ca,furose,00409610204,FURO40I,
18356c03-6a76-5a6c-a6c0-55680c3a4de0,tetracaine HCl,00065074112,TETRA5ES,
18366160-eafd-50bb-ae82-2c8116e8c48c,OSELTAMivir,68180067711,OSEL75,
183a531c-759a-55da-a8e9-88b16b06f4ec,Iso-Osmotic Sodium Chloride,,FLUCBASE,
183b755c-b9e8-552e-8c2f-1821189202cc,adalimumab,00074379902,ADAL40I,
183e6f93-77e4-5479-8f7f-090b7bc3ad2e,"progesterone 100mg/ml, estrodiol 1mg/ml, testosterone 0.4mg/ml",,,
183f18a5-63ef-5f5b-aa70-63e2c76a8b8c,Lidocaine Jelly 2% (Glyd 6mL SYR,,LIDO2J6,
183fc8c2-ef35-5d4f-b4d1-c5b2e9c3e0a1,,,,"Medication/9ae57a9b-00e1-5b32-8b41-1b6d22a0ecc6, Medication/125f93a3-138f-5d43-b877-a261f5bec939"
1840ee4b-b285-599b-a3f6-2b7ee696034e,PrednisoLONE Acetate 1% Ophth. Susp.,11980018005,PRED1ES,
1846407f-26a2-508e-a341-9136872b8114,darbepoetin alfa in polysorbat,55513002304,DARB60SY,
18481d58-af3e-5a77-98cc-20a69859775e,Onglyza,67386031001,CLOB5,
18513cb8-e408-5bab-a9f0-488290dc0736,Aminocaproic Acid,49411005030,AMIN500,
18522cb7-4950-55bc-8288-cf1369546b1e,,,,"Medication/9b2abf3b-f65d-56c4-9e86-c0d1969b2f1b, Medication/a442140f-996a-5453-9be4-8144871b9d53"
18589f7d-be29-5762-a7b8-c06e35f40666,Aspirin,63739002401,ASA325,
185e192d-529a-5d92-a859-eb88f53af291,Benzoyl Peroxide,68752069260,BENZ5O,
186224d4-f087-5d59-b418-0043ee1d58af,Sildenaf,00069420030,SILD25,
18635868-61fd-5b8c-ac6d-3098cc4aac13,Tacrolimus,,,
186844a3-b91e-5464-9ef2-f8be3b91171c,BuPROPion (Sustained Release),68084069701,BUPR100SR,
186decfa-be03-5781-8208-74f42e165649,Darifenacin,,,
187123bc-4921-52c6-a01e-b81bf20a4d4f,Mycophenolate Mofetil,16729009401,MYCO250,
187624ee-98e9-5284-b863-7fc1a5c8e9d0,,,,"Medication/dcc7a070-779b-56dc-a586-e00f5857a1b8, Medication/5897719b-eba3-55be-b499-b5710b9ce17d, Medication/256684c8-092a-5190-994a-6f119531ea9b"
1878f559-0a94-58db-bae9-8c4ea5e7999f,Cetirizine,00904585261,CETI10,
187ff0f6-846b-5eac-921e-f9b77a6e1bca,Fluphenazine DECANOATE,55390046505,FLUP125I,
18802f90-8f3f-572b-9132-75eb6e939331,Spironolactone,,,
1882534f-aab9-5ba9-9629-a147d934afe4,Methadone,66479053002,METH10I,
18828087-4732-5b69-a805-e44c66fd1bbd,,,,"Medication/fcd0172a-5e87-5224-9f5f-a0ac6655f10a, Medication/3f0ea91b-152c-5457-830e-6a92d3113f26"
188fa18e-4245-53bc-954f-244667d6d311,albuterol sulfate,00487950125,ALBU3H,
1891fba5-1463-599c-a2a2-cddb8e07298d,Ritalin,00406112101,RITA5,
1893b480-c600-5aa5-be7b-d4d65091352a,Prednisone,63739058810,PRED20,
1895d8c3-80f6-55cf-9288-3b59c5da4b42,,,,"Medication/79d09387-85f0-54d4-a127-f695cbf3a584, Medication/3f0ea91b-152c-5457-830e-6a92d3113f26"
18986fc1-b9ae-587e-81ef-dad32bfcb147,Calcium Gluco,61553005148,CALCG2/100NS,
1898892d-c9e7-5723-a65a-bc2de0f9be02,,,,"Medication/a17ba6fc-e482-5797-977d-d2b2fab2cdbc, Medication/22df12b5-febc-5e75-a442-ce4acb0145da"
189942d0-fa36-5cbc-85ea-3a15a09035e2,NORepinephrine ((for dil 8mg KIT,,NORE8DK,
1899ff81-37f0-559b-bae5-310926e5051a,beclomethasone dipropionate,,,
189becc8-5b7e-5e06-b0c2-c4979b60c457,,,,"Medication/1096ee5c-5014-5c37-9ae6-212533b95360, Medication/d323a54d-4316-55d9-8acc-8776e241d481"
18a0cf1e-edbf-517b-82b1-7ad36efb4e5d,Aprepitant,00006046206,APRE125,
18a7d2cd-968a-5e7b-acc8-4edaaa2cf9ba,Psyllium Wafer,37000002404,METAMOR,
18a9988f-86e0-5659-9448-07228cc10055,Nabumetone,68462035801,NABU500,
18aa4b21-06b0-5ebf-952f-4a6aeb1cbf03,Midodrine,68084024001,MIDO25,
18ae14b1-abdf-5009-a0dd-7c32bb420237,RisperiDONE Long Acting Injection,50458030611,RISP25I,
18b3e050-4d70-5798-be55-cf201f579271,Abilify Maintena,,,
18b794d2-1dec-5029-87aa-0ebc942ead27,Sirolimus,00008103006,SIRO12L,
18b7de00-87d3-52b4-bed5-0744d41fd133,Liothyronine Sodium,00574022301,LIOT50,
18bff5d2-6a5a-5ef0-a326-b9cd0ab98d2f,,,,"Medication/ab07be9e-b4c8-5741-b56b-dcea97dc13bf, Medication/e261412e-346b-536b-9d7a-03d626f40ea0"
18c5147e-c24c-596d-8755-e110d9914e74,Insulin (Regular) for Hyperkalemia,00002821501,INRHI,
18c78a08-c428-5174-8022-0d9443704373,Dilantin,00071036940,DILA100,
18c8e0d9-569b-5ae3-93ec-f18af6eeb560,Mineral Oil,37205083143,MINE30L,
18cb93a0-3573-5ac2-a9a5-65852f3c315e,Ixazomib ,,,
18d336f3-a847-5368-90c0-c152bf623151,Clonidine Patch 0.3 mg/24 hr,00378087399,CLON3P,
18d423c6-ed97-5dd3-901a-6ab7676c1ca9,OXcar,00078045605,OXCA150BN,
18d4f041-95f2-5856-a9e4-701d50fbc8d3,Divalproex ,00074611411,DIVA125SP,
18d62e81-4bd4-55a1-8d72-05f3f16d1da6,Buprenorphine-Naloxone Film ,12496120203,BUPNAL20.5SL,
18dd2f82-f9f2-5b3e-a4cc-3fcfdeb421fd,Ciprofloxacin IV,36000000924,CIPR400PM,
18dffb10-5c8c-5093-9dc3-6f703ba56c47,*NF* Estradiol Transdermal Patch,00078034445,ESTR0.05T,
18e1bc58-4c7c-50b0-aca5-137fa6895759,Salmeterol Xinafoate Diskus (50 mcg),00173052000,SALM50D,
18e2e175-2501-53f7-b0cc-4ce458faf7cf,hydromorphone-bupiv-NaCL (PF),,,
18e526fb-8bff-56ad-ab3a-ba3eeb70a5c2,,,,"Medication/a283778c-de73-5f95-83a5-61add2e35b74, Medication/1be8bc9e-745e-5c76-9034-5d59affb6ac2"
18e5f3e9-32a1-5904-ab8b-e3491fc93662,,,,"Medication/3e015c79-19ec-5bdd-ad8d-fc0718cbe702, Medication/9681e437-9f97-527d-b4f8-34ac406c53f9, Medication/4b1c384d-0639-5232-a2fe-77fdb9d8d545"
18e6b249-ded5-58d1-9cb9-f65565d72607,Systane,,,
18eea9ca-b8b0-5696-a4a5-6b48fe8d9fa6,URSO Forte,58914078510,URSO250,
18f3fa12-5b9a-5723-9d7c-78f887a105f7,Fondaparinux,67457058210,FOND2.5I,
18f52366-14c9-5ad6-b4cf-8fcb28758c69,bupropion HCl  XL,,,
18f59ca0-e4e1-5401-8f66-4c7e2f1cf4fb,5% Dextrose,,DOPABASE,
18f8cf67-79ad-5bed-8509-6b3305caa68e,OSELTAMivir,00004082009,OSEL6L,
18fbe42a-a514-5611-a689-2ac8d0fe8a07,ValGANCIclovir,00904679604,VALGA450,
1900f9bf-0d72-5310-88b2-05b8e14b3e82,,,,"Medication/def80866-c002-584e-b1a1-f3cee9a83da5, Medication/c1080604-edc1-5c52-88d4-69881e7e93d4"
190b9073-870c-5131-8167-ba1f79b7129d,Divalproex ,00074382611,DIVA250ER,
190ce572-a58d-5ae7-ba2d-b65bf6d981a3,Prenatal Gummies,,,
190db7b9-e4a5-550b-a763-ff8143cdac22,Cyclobenzaprine,63739053110,CYCL10,
190e6cb7-b0cf-53b7-ada1-e8c6e58a2db8,Morphine Sulfate,10019017644,MORP5I,
19126baf-07e2-5107-97d3-20efd4721cc6,Divalproex ,00245018201,DIVA500,
19158827-fbde-59cb-8873-96bb9147f64f,Oxcarbazepine,00781627043,OXCA60L,
19184f34-504e-5cbe-9829-20ef3b552fb4,Diazepam - CIWA protocol,51079028620,DIAZ10,
1919aa12-870d-563a-b9b7-4e527d33ec7b,Bumetanide,69238149101,BUME2,
191b093d-320f-5eac-aa59-e27297c3512c,,,,"Medication/e8d97e7a-28aa-56ec-846d-d4d7077d97f2, Medication/e4cb1056-04e9-581c-9a83-1a15c68b7b7f, Medication/713b3b54-c7e6-545b-932a-17cc4159bc50, Medication/4e1e4961-0f4b-5381-be13-14e42fa83c49"
191cba55-dede-51d6-a7b5-0993b016be98,benzona,58177009111,BENZ100,
192142bc-df7f-5a7c-b1d3-a8f8b92fe957,Ascorbic Acid,00409339732,ASCO1000I,
1926f8b7-c9f6-5223-a990-ac0a652a23ab,,,,"Medication/6bded4b6-c194-5b52-8bfd-a2118dd56227, Medication/dfa3e629-cca3-5e3b-849e-81f5c920b991"
192acf85-3111-5856-b8b6-25191bbe08ab,Latuda (Lurasidone),,,
192af155-745c-5314-9855-6da0b07e9285,Cytarabine,55390013301,CYTA1I,
192ba54a-2470-51a2-b131-a8b6321b5751,Dextrose,76329330101,DEX50SY,
192cd24c-47f5-5ec5-a3cb-cc2d51db5973,Fentanyl 100mcg/2mL 2mL AMP,,FENT2I,
192d8622-e51a-5e07-9dee-461195393918,Humira(CF),,,
19331bff-b74c-5ae3-8c91-1e5efa4d3e26,Norgestrel-Ethinyl Estradiol,,,
1935540d-3734-5932-a759-04369241647f,,,,"Medication/b227d7cb-cafc-5f53-9247-61c4d851fcc0, Medication/3bc16869-cdd4-51a0-a0c7-15edfa9f9cb7"
193728d1-c30d-583a-87e5-c4485da75f59,,,,"Medication/3f055293-0e18-59bb-8086-8ee9b1ba5619, Medication/69e4ec3a-7c23-532a-ba4d-53a3410af5c5"
19376c1a-2164-52f8-a076-2e35ece17216,Bicitra,00121119000,BICI30L,
1938ca33-fc0f-5713-ac7c-70f857e2d7a6,Levonorgestrel-Ethinyl Estrad,00008253303,NORD28,
193de6a0-7944-5654-b3d9-bfd046c8472b,candesartan,,,
19443c4e-b908-5b1f-8ea4-51a5dbf47ebf,,,,"Medication/fef6b021-1223-5421-b9aa-64e1fd33328d, Medication/d15e202c-9782-511d-848d-5cd130f8bcbb"
19488a97-196a-5e14-a666-4f237ebecb07,,,,"Medication/55c7b0b3-f3a6-5840-b253-226b34ffd67e, Medication/5f1a3289-f8bb-5f51-88d7-3a0a17dca53d"
194a9d9a-2f58-548d-a3c4-96fd033f7445,Sodium Bicarbonate,,NABC50I,
194b521e-5a27-5684-937a-ffa5036a7adc,,,,"Medication/f78c3e4c-b94e-5b85-bbec-8a836bb6845c, Medication/3fa010a0-ccc9-515e-ae09-94669146f169"
194d69a6-6dc5-51fc-a632-e5a9320292d7,Peridex,54569523500,CHLO15L,
194da539-b8be-5d62-b18f-bfc16fdd1ed7,olm,42292003603,OLME20,
194ef38e-ce15-52a2-a1d6-04e58a099e51,Duloxetine,68084068301,DULO30,
194ef3da-5425-5776-8a41-88d16ce44792,Nasacort,,,
194f6903-dff5-5700-9623-4aa11c7b6d5d,NiCARdipine IV,00143968910,NICA2.5I,
194f8259-fe2c-5374-87c9-52191353bb91,Aztreonam,51479004801,AZTR1000FB,
1950a25a-38f7-54c5-92fb-3790c596d107,,,,"Medication/45eaf3a4-62b3-5aaf-bced-888ee13e7be5, Medication/f8700e79-e840-50e9-8e93-623b5d9226b0"
19510fe2-edd4-50c3-86f5-ccd6b86a9980,Mycophenolate Mofetil (Brand) *NF*,00004026001,MYCO500BN,
1951ee6c-d99d-56fc-b2b3-f7daeafa644b,Hydroxyzine,,,
19521141-356a-5379-b724-986e66da0bbf,Aspirin ,00904404073,ASPIDESEN,
195276fa-0fe8-5ee5-be71-bafebced9449,senna,00904516561,SENN187,
1953cf8b-bbef-5490-a820-cc46fba7eb40,Heparin Flush ,63323054011,HEP10I,
1955e005-3e51-551c-84bb-fd25530da9ab,Niacin Flush Free,,,
1956c36f-9000-5828-9a35-54138c86c2c2,levETIRAcetam XL ,,,
1958f605-6a23-5dcc-a34b-adddabca78c8,Dexilant,,,
195dc2ce-ef22-59c6-a1a3-ecbe85c57a3a,,,,"Medication/680d7a67-6694-596c-8b86-afc8d4003ebc, Medication/5f1a3289-f8bb-5f51-88d7-3a0a17dca53d"
1968c131-10f1-5402-8d09-e5350f9866ba,Dymista (Azelastine/Flutacasone),,,
1969dbcb-c030-56af-8dd8-67fe35973948,nysta,00472500360,NYST5L,
196a21ba-221c-501d-bbdc-c42dd5e7c1ad,Morphine Sulfate,00245016212,MORP20R,
196accb5-1e30-5b02-9198-31860c24713c,SITagliptin,,,
196bc393-47ff-5d9c-b853-a6b37e1a0a45,Bupivacaine ,00409116201,BUPI0.5/10I,
196e7de0-af72-5cd0-b885-f01f2ac3d0b6,Linezolid Suspension,00009513601,LINE20L,
1972cb8c-3b30-51a0-bde4-c28ef4e58ff5,Aviane,,,
19732cfa-0850-5fe7-870a-8977207b55b5,Eye Wash,,,
19759000-bafd-5f16-9e97-fbb7e6326b45,spironolactone,,,
19759754-9315-5978-87a6-df15daf8604a,,,,"Medication/e9bace7e-93a0-5b29-9154-1f130741bb2b, Medication/0c6f3d0b-105f-5445-ac7b-c22d16cac8d8"
197b2325-6581-56af-b760-09891e6261ea,Chlorhexidine Gluconate,54569523500,CHLO15L,
197d092b-23cb-55a7-93c0-7517361654ac,,,,"Medication/c7d7170f-ab87-5920-a414-869a43fd01f9, Medication/dc81bf0e-cd85-5a03-b553-b01fe0462877"
197f7710-bd61-5226-ac27-afd7de52f438,,,,"Medication/a5f7d8d3-f367-5ab3-bdd2-e463f03c8b5b, Medication/e4cb1056-04e9-581c-9a83-1a15c68b7b7f"
1983e10c-00f5-5a48-997e-2d4d80bcfdbf,,,,"Medication/efd45303-b4f8-5ff3-8ce9-6f230dfcff45, Medication/2b2d3a39-ca72-5dfc-a66f-e13c931529c8"
19863bb0-172e-5ea4-9731-9b3d6ba6bfbc,,,,"Medication/adc4aaad-eada-5906-8a7f-4d4901f6c851, Medication/2cc1f3cf-b186-543b-8433-4f1cac10eff4"
1986b343-9bd5-5686-818c-9a2421a38c4c,OxycoDONE,00904644461,OXYC5,
1989379b-f12f-5e8b-a69e-62077ce34bb1,tromethamine,,,
198d1a49-2e4b-572c-a35c-397161565874,Levofloxacin,25021013282,LEVO500PM,
198efb4c-851b-5dcb-977f-894a4eea6315,Sodium Phosphate,63323017015,NAPH15I,
198faf5d-8e9a-58f8-89d7-5f0b83d4085c,Prenatal Gummie vitamins,,,
198fefeb-3f62-5461-957b-31820f64b850,,,,"Medication/c9463f99-1973-5937-8742-8191dd8c7b4e, Medication/65010c05-9a22-5b55-a136-1cace8ff5230"
199079fd-5d22-5798-abe1-7b638b30677d,,,,"Medication/b227d7cb-cafc-5f53-9247-61c4d851fcc0, Medication/b893ce6d-5009-536c-ba54-6ebdcd63bb85"
199172f3-be44-5c1c-bb43-254648693aa6,LevETIRAcetam Oral Solution,00904605261,LEVE500,
1994d390-159b-544e-93a8-e0b562665492,vancoMYCIN,,,
199509d5-deb7-5151-9126-8a672235fb36,*NF* Butorphanol Tart. Nasal,00087565041,BUTO1N,
199625be-b79c-590a-a50a-c23e18cc7275,,,,"Medication/e993df28-c647-5bbf-b601-3991bea582f4, Medication/dfa3e629-cca3-5e3b-849e-81f5c920b991"
19981817-0cf2-5f5e-adfe-982b023f2ed1,,,,"Medication/3c3640af-9b4d-532b-85d9-64862987adbc, Medication/5f1a3289-f8bb-5f51-88d7-3a0a17dca53d, Medication/e45a3928-eff8-5a94-9c16-99991b0fb4b5"
199a67d4-ebcc-54bc-a971-2098fe9d25ff,,,,"Medication/67a896e0-dbe3-5f40-82bf-8c2ef660adba, Medication/2b2d3a39-ca72-5dfc-a66f-e13c931529c8"
199b0325-2e91-5c73-8652-830624393d40,,,,"Medication/c9463f99-1973-5937-8742-8191dd8c7b4e, Medication/027e9939-4f81-5a99-824e-f8de86347ed2"
199b8f70-45bd-5abe-9e1f-14c901db267c,Byetta (exenatide),,,
199c4176-3ef6-5ec2-852b-0c6f64a2c2d7,,,,"Medication/d69867b0-f382-54cb-b312-8bf7baf6eba3, Medication/15aaaa12-7b21-53fe-b72f-7c293ae0099a"
199e6412-7391-5389-8833-922ee391bb99,Xiidra 5% Opthalmic Solution,,,
199fb97e-0d5a-51af-8bd8-6463a37ff47a,PHENYLEPHrine (for dilu 60mg/6mL,,PHEN60DK,
199fcc49-829c-5410-8c5e-4b393a574278,,,,"Medication/148ca77a-cd68-5131-93e9-9084d291efb7, Medication/5f1a3289-f8bb-5f51-88d7-3a0a17dca53d, Medication/039f7713-5399-561b-9b86-d214737bacd5"
19a35a1f-ccb9-5da3-93c7-8afce098d95d,,,,"Medication/86ac3c82-5b91-55a4-973a-90c76ce0e01d, Medication/e4cb1056-04e9-581c-9a83-1a15c68b7b7f"
19a475b4-ed47-58ff-8af3-e20d91aff6a1,Phenytoin,00409131701,PHEN100I,
19a5bf76-5e1e-5f0e-b1ab-0a044939f672,Omega 3 Fish Oil,,,
19a63f58-cce8-5fc8-809c-9d39658cdcd3,metoprolol tartrate,36000003310,METO5I,
19a9e899-6dbc-5768-8b6d-739d660da85d,*NF* Temozolomide,00085151904,TEMO20,
19aa86c7-6688-5820-a607-a3f6111e7482,Preg,00071101441,PREG5L,
19aadb62-e6cb-553c-956b-719950e70d13,Pantoprazole,00008084401,PANT40SM,
19b630ce-66df-5a2a-b1d3-2285093dd581,LaMICtal,51672413001,LAMO25BRAND,
19b6579f-7bfb-5dcf-b854-6dc7b72799af,,,,"Medication/507504cc-e5f3-5427-b2d1-262ef08123e5, Medication/e94fd4e8-bd79-5f2b-a132-9c5485eb9686"
19b751d2-1e64-53c2-98a2-b734295df2a8,Bacitracin,00009023301,BACICAP,
19b83853-313e-5944-95ba-bb69dc5ab47a,Dexamethasone,00054418425,DEXA4,
19b9bd88-89ca-5266-9040-f19741a2dcf1,Ertapenem Sodium,42023022110,ERTA1I,
19bc5c47-6931-5847-bb82-97668cc1fafd,aminosalicylic acid,49938010704,AMIN4,
19c0d13c-f0c3-5b2e-bc2f-f55c3db1be64,Mesalamine ,45802009851,MESA4R,
19c0db61-3fc9-5e93-80cf-918dc69d640f,Levetiracetam,50474000148,LEVE100L,
19c13ee6-7bdc-59e7-a043-6f165e954ded,Predni,60432021208,PREDN5L,
19c1b27c-fe3e-50bb-b228-10b9cc7ee66f,cardene,00004018301,NICA20,
19c1e192-3ac4-53ca-8452-620aa9b67792,Phenytoin (Suspension),54868277600,PHENY100L,
19c2eeff-cbbd-528d-85d4-4d4bacda162f,Vasopressin,42023016425,VASO40DK,
19c6b76e-bb90-51cb-bd7d-a511e8181133,,,,"Medication/d69867b0-f382-54cb-b312-8bf7baf6eba3, Medication/046cc791-5024-5b0b-9d57-68a9a2b059ee, Medication/29696622-aad8-5883-94ac-3c4a5651c6ef"
19c72967-10df-5b75-841b-946d579e4416,Aquaphor Ointment,00536114398,AQUA400O,
19c7d3f9-e0c6-5110-9b4f-64155167671a,"Tretinoin (ATRA, All-Transretinoic Acid)",00904686704,TRET10C,
19c7edfc-6921-528c-b03c-f17d847e0300,,,,"Medication/d00dc5cf-a11a-537d-bdfa-683e7ba841f9, Medication/2b2d3a39-ca72-5dfc-a66f-e13c931529c8"
19cb6cf0-dfdb-5706-9f52-f2ddcc077b9a,,,,"Medication/31973ff0-cc61-5daa-ba92-286bb2c8ebdc, Medication/3fa010a0-ccc9-515e-ae09-94669146f169"
19cce259-4f25-5ebb-9e3e-5d8950a208aa,Diphenhyd,00904530661,DIPH25,
19ce459e-aeb6-51cc-bbff-3b7f640b3f11,Enoxaparin ,00703856023,ENOX60I,
19d5b8b0-63b2-545d-85d3-aa595a8fd49e,bisoprolol-hydrochlorothiazide,,,
19d978a6-9019-5cd8-a108-01dd289ebc67,Methylprednisolone,00009002001,MPRED2,
19d9f025-0440-5ebd-9f65-a3c45634b091,Tacrolimus ,00469065773,TACRSUSP,
19da0ad5-6ab5-5dec-bdd1-f28452f64d76,Imitrex,00173045900,SUMA50,
19da552e-7b32-5d94-8e8e-1a1214be9a98,Epinephrine Kit,,EPIDRIP,
19da7146-be57-5d48-87e8-30d0c86d196c,Sudafed,00904505359,PSEU30,
19db148d-32ec-52db-a75e-df73540be3c0,Metoclopramide,51079088620,METO5,
19df374d-1330-560d-b965-69eded581944,Budesonide,65162077810,BUDE3,
19e57bfb-5a10-5261-85aa-6257fac98cdc,Levoth,00074706811,LEVO125,
19e812cb-4000-5c0f-8583-1d56afac5b45,Cytomel,60793011501,CYTO5T,
19e88a27-b2a4-5e91-b931-12c3c01072d3,,,,"Medication/c689127d-ec14-59b0-ab3d-99f9dc4f5222, Medication/2b2d3a39-ca72-5dfc-a66f-e13c931529c8"
19e8b132-f3be-5688-9824-18fe87dfb921,,,,"Medication/e3ee82d3-0246-5602-8952-5e33aecd25ea, Medication/b87c187a-887c-5aeb-834d-5be87eb27a24"
19ebe08a-205e-5d67-bf4d-49a35074c4d9,,,,"Medication/acefb7ca-f17d-5c81-b0a3-68c51b3d192f, Medication/aa4a0fd5-c30d-5fff-a422-fedfcf1a8358, Medication/29437f37-c060-5e9f-99f2-ccae9c8e7744, Medication/8c0031d3-1c8c-5ad6-b04b-3e275f998e84"
19ed2b2d-e384-553c-982a-4c252236cc21,Bacitracin,39822027702,BACI100000L,
19ed361e-26a4-541b-8ae8-260f84c1eda2,AH Topical Gel,,,
19eeb8a7-e0c7-5fb3-8157-a7e26ed3e2cd,,,,"Medication/209a8aa7-6373-5213-abe3-a282191f2245, Medication/65d68458-b7d5-50ce-8b7d-9dc340b9b7fd"
19f4593f-35d9-5c84-87a6-9478eeabd858,Propylthiouracil,68084096495,PROP50,
19f58703-0cba-5126-8892-4e9ec9326bdf,Cilostazol,,,
19f6b993-9360-56cc-a19c-21874c7a5be9,,,,"Medication/47118282-22c2-5285-a19e-af7f5de93cc2, Medication/2670718e-e63c-5efb-85fd-e0ea797587a7, Medication/cfa71a92-2877-5631-ad05-d192520c28cc"
19f763d5-1910-53fb-8f4d-93ba88c477f0,,,,"Medication/a42bc765-9411-57d6-8e14-0401efcb6539, Medication/ef781e8f-6c5e-594d-8c61-649f47a039c6, Medication/5dbb0a78-5903-5b78-a995-ca598f5c37a3"
19f85cfc-700c-5608-9f31-0d3cec292d02,,,,"Medication/cf2c8f70-e1e5-5f11-b6a9-594e1e6bf461, Medication/183a531c-759a-55da-a8e9-88b16b06f4ec"
19fcd241-9ffd-57f7-a24b-099edcbe21bf,Midazolam,10019002803,MIDA2I,
1a01d0de-88c5-53ab-ab3e-6e4baa2f10e2,PHENYLEPHrine (QuVa),,PHEN50/250PM,
1a07e762-7f10-5c45-b0f4-9acc7daff8bf,Clozapine,00078012606,CLOZ25,
1a11b66e-c919-57ad-b389-750ebff4182d,Forteo (teriparatide),,,
1a1273b4-ebac-588b-b6b5-6affacc672fd,,,,"Medication/4056676c-7b25-554a-bae0-d74bbfd6ec70, Medication/e4cb1056-04e9-581c-9a83-1a15c68b7b7f"
1a143d4c-081d-5541-ac2a-343e312de94b,Syringe (subQ),08290309653,SYRSC3,
1a14d000-af6d-5b12-b383-fa3ad6aba6bb,,,,"Medication/9bb1cc15-f843-5cec-a4d2-17d6ed50cd65, Medication/e4cb1056-04e9-581c-9a83-1a15c68b7b7f"
1a1b886d-0eb8-59bb-ab40-585aa868b1c6,Hydrocortisone,00143125401,HC20,
1a1bade4-654f-52b3-b052-d6bc3d73ae34,Morphine Sulfate (Concentrated Oral Soln),66479056012,MORPCONC,
1a23a2ad-76c7-5138-9b93-04b051bdcbc0,Pletal,66993000860,CILL50,
1a23bf91-61b5-534f-95f4-223a35d81503,CELEBREX,00025152534,CELE200,
1a25d74a-f077-56a3-a17c-fd2c96abe755,Desmopressin Acetate,00075245101,DDAV4I,
1a28964a-5112-54f0-a0c4-70979d8187d1,Sodium Fluoride (Dental Gel),00126008802,PREV60TP,
1a333c9d-fe23-5775-a881-ba72430600f5,Cefadroxil,,,
1a3950af-eec7-5dfa-b088-5a79da950f41,LORazepam,00904600861,LORA1,
1a39f874-6f23-56a1-9dbf-dfc11cb5c824,,,,"Medication/9b0e53dc-f07c-5e07-b497-e0becd348b99, Medication/125f93a3-138f-5d43-b877-a261f5bec939"
1a3d6d83-479d-5ae9-8a8d-211a4cdacf1a,Levocarnitine,54482014701,LEVO1000I,
1a3f9f72-77cc-57d4-bb51-fbaa1d71cddf,Potassium Ch,00245004101,MICROK10,
1a495b45-0657-587e-b955-188fc85c01ec,Phenylephrine 2.5 % Ophth Soln,61314034202,PHEN25ES,
1a4a3bd5-e4da-559d-83b0-b1f30893bfeb,Midostaurin *NF*,00078069899,MIDOS25,
1a4c0167-3c92-5e12-9d77-06874c14df13,DiphenhydrAMIN 50mg/1mL 1mL VIAL,,DIPH50I,
1a4fd8c6-69db-53c2-92c7-796a9a3fb3f8,Divalproex Sodium,00074712611,DEPA500ER,
1a5100f3-8015-595a-88d1-1ea6311890f3,D5W,00074792337,D5W100,
1a5403c5-dd67-5fd4-83e2-8cc783893d75,Nicoti,00536407701,NIAC500SR,
1a55d72c-4e90-540c-b278-947dabeb8eb5,insuli,00002821501,INRHI,
1a5c667c-527c-5914-a408-57d40b91294b,Gentamicin,00338050748,GENT120FD,
1a5eb441-16b9-53da-b3d4-1cae01f3c383,levothyroxine,00074434113,LEVO25,
1a620a79-8e2f-5b90-8c03-ffe2cb5635e7,Isoso,62175011937,IMDU60,
1a630a54-f369-5397-947e-0c2c0ee6b730,Filgrastim-sndz,61314030401,ZARX300I,
